2019-02-10 17:50:14,519 [main ] INFO  Constant - Copying defaults from /Users/stanislavfrolov/test/bdd-security/zap/./xml/config.xml to /Users/stanislavfrolov/test/bdd-security/zap/tmp/config.xml
2019-02-10 17:50:14,520 [main ] INFO  Constant - Creating directory /Users/stanislavfrolov/test/bdd-security/zap/tmp/session
2019-02-10 17:50:14,520 [main ] INFO  Constant - Creating directory /Users/stanislavfrolov/test/bdd-security/zap/tmp/dirbuster
2019-02-10 17:50:14,520 [main ] INFO  Constant - Creating directory /Users/stanislavfrolov/test/bdd-security/zap/tmp/fuzzers
2019-02-10 17:50:14,521 [main ] INFO  Constant - Creating directory /Users/stanislavfrolov/test/bdd-security/zap/tmp/plugin
2019-02-10 17:50:14,521 [main ] INFO  Constant - Creating directory: /Users/stanislavfrolov/test/bdd-security/zap/tmp/filter
2019-02-10 17:50:14,588 [main ] INFO  Constant - Backing up config file to /Users/stanislavfrolov/test/bdd-security/zap/tmp/config.xml.bak
2019-02-10 17:50:14,592 [main ] INFO  Constant - Upgraded from 1004000
2019-02-10 17:50:14,677 [main ] INFO  DaemonBootstrap - OWASP ZAP 2.6.0 started 10/02/19 17:50:14
2019-02-10 17:50:14,696 [main ] INFO  AbstractParam - Setting config scanner.threadPerHost = 20 was 2
2019-02-10 17:50:14,696 [main ] INFO  AbstractParam - Setting config spider.thread = 10 was 2
2019-02-10 17:50:14,696 [main ] INFO  AbstractParam - Setting config api.key = zapapisecret was null
2019-02-10 17:50:14,698 [main ] INFO  SSLConnector - Reading supported SSL/TLS protocols...
2019-02-10 17:50:14,698 [main ] INFO  SSLConnector - Using a SSLEngine...
2019-02-10 17:50:14,715 [main ] INFO  SSLConnector - Done reading supported SSL/TLS protocols: [SSLv2Hello, SSLv3, TLSv1, TLSv1.1, TLSv1.2]
2019-02-10 17:50:14,884 [main ] INFO  OptionsParamCertificate - Unsafe SSL renegotiation disabled.
2019-02-10 17:50:15,142 [main ] INFO  ENGINE - open start - state not modified
2019-02-10 17:50:15,220 [main ] INFO  ENGINE - dataFileCache open start
2019-02-10 17:50:15,224 [main ] INFO  ENGINE - dataFileCache open end
2019-02-10 17:50:15,268 [ZAP-daemon] INFO  ExtensionFactory - Loading extensions
2019-02-10 17:50:19,535 [ZAP-daemon] INFO  ExtensionFactory - Installed add-ons: [[id=jxbrowserlinux32, fileVersion=1], [id=ascanrulesBeta, fileVersion=21], [id=websocket, fileVersion=12], [id=saverawmessage, fileVersion=3], [id=quickstart, fileVersion=19], [id=jxbrowser, fileVersion=2], [id=webdriverwindows, fileVersion=2], [id=jxbrowserwindows, fileVersion=1], [id=zest, fileVersion=23], [id=diff, fileVersion=7], [id=invoke, fileVersion=6], [id=scripts, fileVersion=18], [id=tips, fileVersion=6], [id=directorylistv1, fileVersion=3], [id=jxbrowsermacos, fileVersion=1], [id=fuzz, fileVersion=8, version=2.0.1], [id=gettingStarted, fileVersion=6], [id=selenium, fileVersion=10, version=1.1.0], [id=sqliplugin, fileVersion=11], [id=alertFilters, fileVersion=4], [id=bruteforce, fileVersion=6], [id=pscanrulesBeta, fileVersion=16], [id=jxbrowserlinux64, fileVersion=1], [id=webdrivermacos, fileVersion=2], [id=help, fileVersion=7], [id=webdriverlinux, fileVersion=2], [id=ascanrulesAlpha, fileVersion=19], [id=replacer, fileVersion=2], [id=pscanrules, fileVersion=19], [id=ascanrules, fileVersion=26], [id=spiderAjax, fileVersion=17], [id=reveal, fileVersion=2], [id=onlineMenu, fileVersion=5], [id=coreLang, fileVersion=11]]
2019-02-10 17:50:19,867 [ZAP-daemon] INFO  ExtensionFactory - Extensions loaded
2019-02-10 17:50:20,018 [ZAP-daemon] INFO  FilterFactory - loaded filter Change user agent to other browsers. 
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect insecure or potentially malicious content in HTTP responses.
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect and alert 'Set-cookie' attempt in HTTP response for modification.
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Avoid browser cache (strip off IfModifiedSince)
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Log cookies sent by browser.
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique GET queries into file:filter/get.xls
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique POST queries into file:  filter/post.xls
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Log request and response into file: filter/message.txt
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request body using defined pattern.
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request header using defined pattern.
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response body using defined pattern.
2019-02-10 17:50:20,019 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response header using defined pattern.
2019-02-10 17:50:20,020 [ZAP-daemon] INFO  FilterFactory - loaded filter Send ZAP session request ID
2019-02-10 17:50:20,147 [ZAP-daemon] INFO  ExtensionLoader - Initializing Allows ZAP to check for updates
2019-02-10 17:50:20,153 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionViewOption
2019-02-10 17:50:20,153 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionEdit
2019-02-10 17:50:20,153 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionFilter
2019-02-10 17:50:20,153 [ZAP-daemon] INFO  ExtensionLoader - Initializing Provides a rest based API for controlling and accessing ZAP
2019-02-10 17:50:20,180 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionState
2019-02-10 17:50:20,180 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionReport
2019-02-10 17:50:20,180 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionHistory
2019-02-10 17:50:20,182 [ZAP-daemon] INFO  ExtensionLoader - Initializing Show hidden fields and enable disabled fields
2019-02-10 17:50:20,182 [ZAP-daemon] INFO  ExtensionLoader - Initializing Search messages for strings and regular expressions 
2019-02-10 17:50:20,184 [ZAP-daemon] INFO  ExtensionLoader - Initializing Encode/Decode/Hash...
2019-02-10 17:50:20,184 [ZAP-daemon] INFO  ExtensionLoader - Initializing Allows you to intercept and modify requests and responses
2019-02-10 17:50:20,185 [ZAP-daemon] INFO  ExtensionLoader - Initializing Passive scanner
2019-02-10 17:50:20,254 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Script Passive Scan Rules
2019-02-10 17:50:20,254 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Stats Passive Scan Rule
2019-02-10 17:50:20,254 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Charset Mismatch
2019-02-10 17:50:20,254 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Loosely Scoped Cookie
2019-02-10 17:50:20,254 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Absence of Anti-CSRF Tokens
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Debug Error Messages
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Informations in URL
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Information in HTTP Referrer Header
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Suspicious Comments
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Weak Authentication Method
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Insecure JSF ViewState
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: HTTP Parameter Override
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Viewstate Scanner
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Application Error Disclosure
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Incomplete or No Cache-control and Pragma HTTP Header Set
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Content-Type Header Missing
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie No HttpOnly Flag
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie Without Secure Flag
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Cross-Domain JavaScript Source File Inclusion
2019-02-10 17:50:20,255 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Web Browser XSS Protection Not Enabled
2019-02-10 17:50:20,256 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Secure Pages Include Mixed Content
2019-02-10 17:50:20,256 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Password Autocomplete in Browser
2019-02-10 17:50:20,256 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Private IP Disclosure
2019-02-10 17:50:20,256 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Session ID in URL Rewrite
2019-02-10 17:50:20,256 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: X-Content-Type-Options Header Missing
2019-02-10 17:50:20,256 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: X-Frame-Options Header Scanner
2019-02-10 17:50:20,267 [ZAP-daemon] INFO  ExtensionLoader - Initializing Allows you to view and manage alerts
2019-02-10 17:50:20,267 [ZAP-daemon] INFO  ExtensionLoader - Initializing Active scanner, heavily based on the original Paros active scanner, but with additional tests added
2019-02-10 17:50:20,271 [ZAP-daemon] INFO  ExtensionLoader - Initializing Spider used for automatically finding URIs on a site
2019-02-10 17:50:20,276 [ZAP-daemon] INFO  ExtensionLoader - Initializing A set of common popup menus for miscellaneous tasks
2019-02-10 17:50:20,277 [ZAP-daemon] INFO  ExtensionLoader - Initializing Forced browsing of files and directories using code from the OWASP DirBuster tool
2019-02-10 17:50:20,277 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionManualRequest
2019-02-10 17:50:20,278 [ZAP-daemon] INFO  ExtensionLoader - Initializing Compares 2 sessions and generates an HTML file showing the differences
2019-02-10 17:50:20,278 [ZAP-daemon] INFO  ExtensionLoader - Initializing Invoke external applications passing context related information such as URLs and parameters
2019-02-10 17:50:20,278 [ZAP-daemon] INFO  ExtensionLoader - Initializing Handles anti cross site request forgery (CSRF) tokens
2019-02-10 17:50:20,279 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionAuthentication
